key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGMD118_04929_SEQ_00,郊區的斯恩菲似乎想要參觀農場。
1,TEXT_KINGMD118_04929_SEQ_01,
2,TEXT_KINGMD118_04929_SEQ_02,
3,TEXT_KINGMD118_04929_SEQ_03,
4,TEXT_KINGMD118_04929_SEQ_04,
5,TEXT_KINGMD118_04929_SEQ_05,
6,TEXT_KINGMD118_04929_SEQ_06,
7,TEXT_KINGMD118_04929_SEQ_07,
8,TEXT_KINGMD118_04929_SEQ_08,
9,TEXT_KINGMD118_04929_SEQ_09,
10,TEXT_KINGMD118_04929_SEQ_10,
11,TEXT_KINGMD118_04929_SEQ_11,
12,TEXT_KINGMD118_04929_SEQ_12,
13,TEXT_KINGMD118_04929_SEQ_13,
14,TEXT_KINGMD118_04929_SEQ_14,
15,TEXT_KINGMD118_04929_SEQ_15,
16,TEXT_KINGMD118_04929_SEQ_16,
17,TEXT_KINGMD118_04929_SEQ_17,
18,TEXT_KINGMD118_04929_SEQ_18,
19,TEXT_KINGMD118_04929_SEQ_19,
20,TEXT_KINGMD118_04929_SEQ_20,
21,TEXT_KINGMD118_04929_SEQ_21,
22,TEXT_KINGMD118_04929_SEQ_22,
23,TEXT_KINGMD118_04929_SEQ_23,
24,TEXT_KINGMD118_04929_TODO_00,和馬夫薩談話
25,TEXT_KINGMD118_04929_TODO_01,和農務人員們談話
26,TEXT_KINGMD118_04929_TODO_02,和斯恩菲談話
27,TEXT_KINGMD118_04929_TODO_03,在指定地點觀察，若出現魔物則討伐
28,TEXT_KINGMD118_04929_TODO_04,和斯恩菲談話
29,TEXT_KINGMD118_04929_TODO_05,
30,TEXT_KINGMD118_04929_TODO_06,
31,TEXT_KINGMD118_04929_TODO_07,
32,TEXT_KINGMD118_04929_TODO_08,
33,TEXT_KINGMD118_04929_TODO_09,
34,TEXT_KINGMD118_04929_TODO_10,
35,TEXT_KINGMD118_04929_TODO_11,
36,TEXT_KINGMD118_04929_TODO_12,
37,TEXT_KINGMD118_04929_TODO_13,
38,TEXT_KINGMD118_04929_TODO_14,
39,TEXT_KINGMD118_04929_TODO_15,
40,TEXT_KINGMD118_04929_TODO_16,
41,TEXT_KINGMD118_04929_TODO_17,
42,TEXT_KINGMD118_04929_TODO_18,
43,TEXT_KINGMD118_04929_TODO_19,
44,TEXT_KINGMD118_04929_TODO_20,
45,TEXT_KINGMD118_04929_TODO_21,
46,TEXT_KINGMD118_04929_TODO_22,
47,TEXT_KINGMD118_04929_TODO_23,
48,TEXT_KINGMD118_04929_WUKLAMAT_000_001,沒想到會和其他國家的國王一起，<hex:02100103>參觀農業……
49,TEXT_KINGMD118_04929_SPHENE_000_010,在這裡站著聊天也不是辦法……<hex:02100103>馬上去農場看看吧！
50,TEXT_KINGMD118_04929_SPHENE_000_011,參觀的地方是剛才經過的尤佩圓形農地。<hex:02100103>去那裡找「馬夫薩」談談吧！
51,TEXT_KINGMD118_04929_WUKLAMAT_000_012,……總覺得有點不習慣。<hex:02100103>總之，去看看吧！
52,TEXT_KINGMD118_04929_WUKLAMAT_000_015,這裡的大型機械，<hex:02100103>肯定和農業有關……
53,TEXT_KINGMD118_04929_SPHENE_000_020,這位是農務人員馬夫薩。<hex:02100103>她是個溫柔又可靠的姐姐，我也很喜歡她！
54,TEXT_KINGMD118_04929_SPHENE_000_030,重新介紹一下。<hex:02100103>這位是負責「農務人員」的馬夫薩。
55,TEXT_KINGMD118_04929_SPHENE_000_031,她對種植蔬菜非常了解，<hex:02100103>經常教大家很多東西，非常可靠！
56,TEXT_KINGMD118_04929_MAHUWSA_000_032,斯恩菲大人，這是怎麼回事。<hex:02100103>突然被誇獎，真是讓人害羞啊。
57,TEXT_KINGMD118_04929_SPHENE_000_033,呵呵，打擾你工作真是抱歉。<hex:02100103>這些人是我的客人，從外面來的。
58,TEXT_KINGMD118_04929_SPHENE_000_034,為了讓他們更了解我們的國家，<hex:02100103>想請他們參觀這個農場……可以嗎？
59,TEXT_KINGMD118_04929_MAHUWSA_000_035,哎呀……<hex:02100103>外面來的人真的存在啊！
60,TEXT_KINGMD118_04929_MAHUWSA_000_036,如果是這樣的話，請隨意參觀！<hex:02100103>斯恩菲大人，你也打算像往常一樣待在這裡吧？
61,TEXT_KINGMD118_04929_SPHENE_000_037,因為我喜歡這裡……<hex:02100103>這裡的工作和大家工作的樣子。<hex:02100103>順便也想聽聽近況。
62,TEXT_KINGMD118_04929_SPHENE_000_038,那麼，既然得到了馬夫薩的許可……<hex:02100103>請自由參觀吧！
63,TEXT_KINGMD118_04929_WUKLAMAT_000_039,那麼，我們暫時分頭行動。<hex:02100103>……我會待在斯恩菲附近，<hex:02100103>稍後再會合。
64,TEXT_KINGMD118_04929_WUKLAMAT_000_040,別介意。<hex:02100103>從我們的立場來看，為了互相了解，<hex:02100103>還是待在附近比較好吧？
65,TEXT_KINGMD118_04929_SPHENE_000_041,哈哈，說得也是。<hex:02100103>那麼，請好好監視我吧……？
66,TEXT_KINGMD118_04929_SPHENE_000_042,就這樣，我的監視交給烏克拉瑪特，<hex:02100103>你去聽聽其他「農務人員」的話。<hex:02100103>之後告訴我你的感想，我會很高興的！
67,TEXT_KINGMD118_04929_WUKLAMAT_000_045,哇……這也是用電氣繩做的嗎。<hex:02100103>告訴科納兄弟，他肯定會很感興趣。
68,TEXT_KINGMD118_04929_SPHENE_000_050,聽到大家的話了嗎？<hex:02100103>我對你所見所聞的感想很感興趣！
69,TEXT_KINGMD118_04929_MAHUWSA_000_055,自由參觀吧！<hex:02100103>雖然都是農務人員，但工作各有不同。
70,TEXT_KINGMD118_04929_ELIAS_000_060,光量沒問題。<hex:02100103>雷力供應……
71,TEXT_KINGMD118_04929_ELIAS_000_061,什麼？你想知道我在做什麼工作？
72,TEXT_KINGMD118_04929_ELIAS_000_062,我的工作主要是檢查田地的狀況。<hex:02100103>作物的生長情況，施加的營養劑是否適當，<hex:02100103>土壤的水分是否正確控制……
73,TEXT_KINGMD118_04929_ELIAS_000_063,要了解這些……<hex:02100103>嗯，需要積累一些經驗。
74,TEXT_KINGMD118_04929_ELIAS_000_064,還有檢查人工照明。<hex:02100103>大多數情況下，按照「代碼」運行，<hex:02100103>但有時會出現故障。
75,TEXT_KINGMD118_04929_ELIAS_000_065,戶外環境不穩定，這是沒辦法的。<hex:02100103>但我喜歡這些需要花心思的地方。
76,TEXT_KINGMD118_04929_ELIAS_000_066,對於父母都是亞歷山大人的我來說，<hex:02100103>這裡的農務工作一切都是新鮮的。<hex:02100103>做起來意外地很有趣！
77,TEXT_KINGMD118_04929_ELIAS_000_070,如果你喜歡這份工作，我會很高興。<hex:02100103>期待有一天能和你一起工作！
78,TEXT_KINGMD118_04929_HHINEK_000_080,哦，看你一臉好奇的樣子……<hex:02100103>是第一次來這個農場嗎？
