key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGMD114_04925_SEQ_00,謝謝內青燐泉的伊亞特似乎在努力回想。
1,TEXT_KINGMD114_04925_SEQ_01,
2,TEXT_KINGMD114_04925_SEQ_02,
3,TEXT_KINGMD114_04925_SEQ_03,
4,TEXT_KINGMD114_04925_SEQ_04,
5,TEXT_KINGMD114_04925_SEQ_05,
6,TEXT_KINGMD114_04925_SEQ_06,
7,TEXT_KINGMD114_04925_SEQ_07,
8,TEXT_KINGMD114_04925_SEQ_08,
9,TEXT_KINGMD114_04925_SEQ_09,
10,TEXT_KINGMD114_04925_SEQ_10,
11,TEXT_KINGMD114_04925_SEQ_11,
12,TEXT_KINGMD114_04925_SEQ_12,
13,TEXT_KINGMD114_04925_SEQ_13,
14,TEXT_KINGMD114_04925_SEQ_14,
15,TEXT_KINGMD114_04925_SEQ_15,
16,TEXT_KINGMD114_04925_SEQ_16,
17,TEXT_KINGMD114_04925_SEQ_17,
18,TEXT_KINGMD114_04925_SEQ_18,
19,TEXT_KINGMD114_04925_SEQ_19,
20,TEXT_KINGMD114_04925_SEQ_20,
21,TEXT_KINGMD114_04925_SEQ_21,
22,TEXT_KINGMD114_04925_SEQ_22,
23,TEXT_KINGMD114_04925_SEQ_23,
24,TEXT_KINGMD114_04925_TODO_00,和伊亞特對話
25,TEXT_KINGMD114_04925_TODO_01,在指定地點觀察，如果「ブレイジング・セルリックアナラ」出現，<hex:02100103>請討伐並獲取高純度水晶
26,TEXT_KINGMD114_04925_TODO_02,在指定地點再次觀察，如果「ブレイジング・セルリックアナラ」出現，<hex:02100103>請討伐並獲取高純度水晶
27,TEXT_KINGMD114_04925_TODO_03,將高純度水晶交給伊亞特
28,TEXT_KINGMD114_04925_TODO_04,和烏克拉瑪特對話
29,TEXT_KINGMD114_04925_TODO_05,和瓦里卡對話
30,TEXT_KINGMD114_04925_TODO_06,
31,TEXT_KINGMD114_04925_TODO_07,
32,TEXT_KINGMD114_04925_TODO_08,
33,TEXT_KINGMD114_04925_TODO_09,
34,TEXT_KINGMD114_04925_TODO_10,
35,TEXT_KINGMD114_04925_TODO_11,
36,TEXT_KINGMD114_04925_TODO_12,
37,TEXT_KINGMD114_04925_TODO_13,
38,TEXT_KINGMD114_04925_TODO_14,
39,TEXT_KINGMD114_04925_TODO_15,
40,TEXT_KINGMD114_04925_TODO_16,
41,TEXT_KINGMD114_04925_TODO_17,
42,TEXT_KINGMD114_04925_TODO_18,
43,TEXT_KINGMD114_04925_TODO_19,
44,TEXT_KINGMD114_04925_TODO_20,
45,TEXT_KINGMD114_04925_TODO_21,
46,TEXT_KINGMD114_04925_TODO_22,
47,TEXT_KINGMD114_04925_TODO_23,
48,TEXT_KINGMD114_04925_GRAHATIA_000_000,那麼……得把記憶挖出來了。<hex:02100103>如果我的經驗能幫上忙，我會很高興的。
49,TEXT_KINGMD114_04925_KRILE_100_000,我在確認仙達說的材料。<hex:02100103>讓我們一起努力改造列車吧！
50,TEXT_KINGMD114_04925_ALISAIE_110_000,如果加隆德鐵工廠的大家在，<hex:02100103>他們可能會造出飛行武裝列車呢。<hex:02100103>不過，現在沒時間叫他們來……
51,TEXT_KINGMD114_04925_ERENVILLE_120_000,……目前看來，敵人沒有動靜。<hex:02100103>有任何情況我會馬上通知。
52,TEXT_KINGMD114_04925_SHENZA_130_000,真是謝謝你！<hex:02100103>關於高純度的火屬性水晶，<hex:02100103>請找「伊亞特」商量！
53,TEXT_KINGMD114_04925_IYAATE_000_001,對了，我想起來了！
54,TEXT_KINGMD114_04925_IYAATE_000_002,聽說在這個鎮子南邊出現的「セルリックアナラ」，<hex:02100103>有把火屬性水晶儲存在體內的習性。
55,TEXT_KINGMD114_04925_IYAATE_000_003,但要是高純度的話，<hex:02100103>就得找那些長壽且體型大的個體……<hex:02100103>雖然是很強的對手，但你應該沒問題吧！
56,TEXT_KINGMD114_04925_IYAATE_000_004,我來帶路，魔物就交給你來對付吧。<hex:02100103>讓我看看你的實力！
57,TEXT_KINGMD114_04925_IYAATE_000_010,這一帶因為埋藏著青燐水，<hex:02100103>有時會出現擁有強大火屬性力量的魔物。
58,TEXT_KINGMD114_04925_IYAATE_000_011,但要遇到帶領群體的長壽個體，<hex:02100103>還是很難的……
59,TEXT_KINGMD114_04925_IYAATE_000_012,先試著打倒普通的個體吧。<hex:02100103>這樣一來，首領應該會憤怒現身……
60,TEXT_KINGMD114_04925_IYAATE_000_013,哦，真是可靠！<hex:02100103>那麼，我會看守行商人不讓他們靠近，<hex:02100103>討伐「ブレイジング・セルリックアナラ」就拜託你了！
61,TEXT_KINGMD114_04925_IYAATE_000_015,打倒普通個體後，首領應該會現身。<hex:02100103>加油！
62,TEXT_KINGMD114_04925_SYSTEM_000_020,這一帶似乎沒有目標魔物……<hex:02100103>再往南邊走走看吧。
63,TEXT_KINGMD114_04925_POPMESSAGE_000_030,看來首領級的大型個體襲擊過來了！
64,TEXT_KINGMD114_04925_IYAATE_000_040,哇，你真是一下子就解決了！<hex:02100103>你真是了不起的人啊……
65,TEXT_KINGMD114_04925_IYAATE_000_041,高純度水晶要交給仙達吧？<hex:02100103>那我來幫你交給他！
66,TEXT_KINGMD114_04925_IYAATE_000_042,嘿，連沙特納族的獵人們<hex:02100103>也沒法那麼迅速地解決呢。
67,TEXT_KINGMD114_04925_IYAATE_000_043,……謝謝你。<hex:02100103>不僅僅是這件事，<hex:02100103>還有你為我們做的很多事情。
68,TEXT_KINGMD114_04925_IYAATE_000_044,聽說你們要進攻圓頂？<hex:02100103>真的……我們對你們真是感激不盡。
69,TEXT_KINGMD114_04925_IYAATE_000_045,還有，雖然這話由我來說有點奇怪……<hex:02100103>但請多多關照埃倫維爾……
70,TEXT_KINGMD114_04925_IYAATE_000_046,那麼，接下來就交給我吧！<hex:02100103>剛才看到烏克拉瑪特大人朝車站走去了，<hex:02100103>你可以去和他會合！
71,TEXT_KINGMD114_04925_WUKLAMAT_000_050,聽仙達說了，<hex:02100103>你去幫忙調達高純度水晶了？<hex:02100103>真是謝謝你！
72,TEXT_KINGMD114_04925_WUKLAMAT_000_051,我這邊也招募了幫手。<hex:02100103>誰會來幫忙，等著看吧！
73,TEXT_KINGMD114_04925_ERENVILLE_000_052,我們這邊的準備也順利進行中。<hex:02100103>只要人手到位就可以開始了。
74,TEXT_KINGMD114_04925_ERENVILLE_000_053,說實話，想到故鄉的情況就讓人心焦……<hex:02100103>但現在只能等待。
75,TEXT_KINGMD114_04925_WUKLAMAT_000_054,嘿，埃倫維爾……<hex:02100103>我一定會找到你母親的。
76,TEXT_KINGMD114_04925_WUKLAMAT_000_055,卡夫基瓦，我小時候見過她一次，<hex:02100103>聽說她80年前和我父親一起旅行過，<hex:02100103>有很多故事想聽呢！
