key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGMA104_04863_SEQ_00,金煌之旅的可露兒似乎對石塔很感興趣。
1,TEXT_KINGMA104_04863_SEQ_01,
2,TEXT_KINGMA104_04863_SEQ_02,
3,TEXT_KINGMA104_04863_SEQ_03,
4,TEXT_KINGMA104_04863_SEQ_04,
5,TEXT_KINGMA104_04863_SEQ_05,
6,TEXT_KINGMA104_04863_SEQ_06,
7,TEXT_KINGMA104_04863_SEQ_07,
8,TEXT_KINGMA104_04863_SEQ_08,
9,TEXT_KINGMA104_04863_SEQ_09,
10,TEXT_KINGMA104_04863_SEQ_10,
11,TEXT_KINGMA104_04863_SEQ_11,
12,TEXT_KINGMA104_04863_SEQ_12,
13,TEXT_KINGMA104_04863_SEQ_13,
14,TEXT_KINGMA104_04863_SEQ_14,
15,TEXT_KINGMA104_04863_SEQ_15,
16,TEXT_KINGMA104_04863_SEQ_16,
17,TEXT_KINGMA104_04863_SEQ_17,
18,TEXT_KINGMA104_04863_SEQ_18,
19,TEXT_KINGMA104_04863_SEQ_19,
20,TEXT_KINGMA104_04863_SEQ_20,
21,TEXT_KINGMA104_04863_SEQ_21,
22,TEXT_KINGMA104_04863_SEQ_22,
23,TEXT_KINGMA104_04863_SEQ_23,
24,TEXT_KINGMA104_04863_TODO_00,指定地點進行觀察
25,TEXT_KINGMA104_04863_TODO_01,和烏克拉瑪特對話
26,TEXT_KINGMA104_04863_TODO_02,和布魯克布對話
27,TEXT_KINGMA104_04863_TODO_03,和可露兒對話
28,TEXT_KINGMA104_04863_TODO_04,和烏克拉瑪特對話
29,TEXT_KINGMA104_04863_TODO_05,
30,TEXT_KINGMA104_04863_TODO_06,
31,TEXT_KINGMA104_04863_TODO_07,
32,TEXT_KINGMA104_04863_TODO_08,
33,TEXT_KINGMA104_04863_TODO_09,
34,TEXT_KINGMA104_04863_TODO_10,
35,TEXT_KINGMA104_04863_TODO_11,
36,TEXT_KINGMA104_04863_TODO_12,
37,TEXT_KINGMA104_04863_TODO_13,
38,TEXT_KINGMA104_04863_TODO_14,
39,TEXT_KINGMA104_04863_TODO_15,
40,TEXT_KINGMA104_04863_TODO_16,
41,TEXT_KINGMA104_04863_TODO_17,
42,TEXT_KINGMA104_04863_TODO_18,
43,TEXT_KINGMA104_04863_TODO_19,
44,TEXT_KINGMA104_04863_TODO_20,
45,TEXT_KINGMA104_04863_TODO_21,
46,TEXT_KINGMA104_04863_TODO_22,
47,TEXT_KINGMA104_04863_TODO_23,
48,TEXT_KINGMA104_04863_WUKLAMAT_000_001,嘿，可露兒那傢伙……真是興致勃勃啊。
49,TEXT_KINGMA104_04863_KRILE_000_005,烏克拉瑪特小姐，這些石塔群是……？
50,TEXT_KINGMA104_04863_WUKLAMAT_100_005,乍一看，這些只是普通的石塔吧？<hex:02100103>但像你們這樣的人，<hex:02100103>應該能看出這些是什麼吧？
51,TEXT_KINGMA104_04863_WUKLAMAT_200_006,來，站在那裡仔細觀察一下！
52,TEXT_KINGMA104_04863_KRILE_000_020,再仔細看看吧。
53,TEXT_KINGMA104_04863_SYSTEM_100_010,這個事件無法跳過，<hex:02100103>所以在申請內容查找器時請注意。
54,TEXT_KINGMA104_04863_Q3_000_000,要觀察這些石塔嗎？
55,TEXT_KINGMA104_04863_KRILE_000_010,這些石塔上刻的是圖畫……<hex:02100103>不，是象形文字嗎？
56,TEXT_KINGMA104_04863_KRILE_000_011,就像一個故事一樣，不同的場景連續出現，<hex:02100103>大多數場景中都有兩頭的馬姆賈族。<hex:02100103>這麼說，難道是……
57,TEXT_KINGMA104_04863_WUKLAMAT_000_012,是的，這些描繪的是我父親，連王格魯賈賈，<hex:02100103>在建立這個國家之前的旅程。<hex:02100103>這就是所謂的「特萊約拉敘事詩」！
58,TEXT_KINGMA104_04863_WUKLAMAT_000_013,描繪了父親與約卡．特萊部族結下的情誼，<hex:02100103>以及他所完成的各種偉業。
59,TEXT_KINGMA104_04863_WUKLAMAT_000_014,要了解這個國家，這些石塔是不可或缺的。<hex:02100103>你們可以花時間仔細看看！
60,TEXT_KINGMA104_04863_WUKLAMAT_000_020,前面的四座石塔描繪的是<hex:02100103>父親旅程的前半段。<hex:02100103>先看看這些吧。
61,TEXT_KINGMA104_04863_WUKLAMAT_000_021,前面的部分看清楚了嗎？<hex:02100103>那麼，接下來看看後面的石塔吧！
62,TEXT_KINGMA104_04863_Q10_000_000,要觀察後面的石塔嗎？
63,TEXT_KINGMA104_04863_WUKLAMAT_000_022,哦，是嗎。<hex:02100103>隨便看，直到你滿意為止！
64,TEXT_KINGMA104_04863_SYSTEM_000_023,選擇烏克拉瑪特，<hex:02100103>可以移動到下一個石塔進行觀察。
65,TEXT_KINGMA104_04863_WUKLAMAT_000_024,後面的四座石塔上刻的是<hex:02100103>旅程後半段的事件。<hex:02100103>一定要全部確認一下哦？
66,TEXT_KINGMA104_04863_WUKLAMAT_000_030,這是「友之章」的石塔。<hex:02100103>描繪的是來自外國的某個探險家<hex:02100103>拜見我父親的場景。
67,TEXT_KINGMA104_04863_KRILE_000_031,難道是指克特南姆嗎？
68,TEXT_KINGMA104_04863_WUKLAMAT_000_032,是的，應該是他。<hex:02100103>據說克特南姆訪問特萊大陸<hex:02100103>是父親出發旅行的契機。
69,TEXT_KINGMA104_04863_WUKLAMAT_000_033,父親非常喜歡這位外國來訪者，<hex:02100103>並稱他為朋友……<hex:02100103>但之後他怎麼了，我就不知道了！
70,TEXT_KINGMA104_04863_KRILE_000_034,在艾奧澤亞，關於他的消息也沒有傳聞。<hex:02100103>聽說他曾多次往返特萊大陸，<hex:02100103>但在某次航行中失蹤了。
71,TEXT_KINGMA104_04863_WUKLAMAT_000_035,這是「食之章」的石塔。<hex:02100103>你應該能看出來，<hex:02100103>描繪的是我同族的舒巴拉爾族。
72,TEXT_KINGMA104_04863_WUKLAMAT_000_036,舒巴拉爾族和馬姆賈族長期以來一直在戰爭。<hex:02100103>為了爭奪他們根據地的森林控制權。
73,TEXT_KINGMA104_04863_WUKLAMAT_000_037,據說父親停止了這場戰爭，<hex:02100103>這成為了特萊約拉建國的契機。
74,TEXT_KINGMA104_04863_KRILE_000_038,舒巴拉爾族……我們稱之為羅斯加爾族。<hex:02100103>在波茲雅地區的赫里昂，<hex:02100103>是一個由一位女王領導，<hex:02100103>許多男性支持的社會結構……
75,TEXT_KINGMA104_04863_KRILE_000_039,在特萊大陸，<hex:02100103>男性和女性之間似乎沒有地位差異。<hex:02100103>真是所變則品變啊。
76,TEXT_KINGMA104_04863_WUKLAMAT_000_040,這是「足之章」的石塔。<hex:02100103>描繪的是父親與科扎馬爾．卡的哈努哈努族的相遇。
77,TEXT_KINGMA104_04863_KRILE_000_041,擁有五彩羽毛，與瓦努族很相似的人們。<hex:02100103>了解雲海瓦努族的阿爾菲諾，<hex:02100103>對此非常感興趣。
