key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGMA116_04875_SEQ_00,米普爾．馬特茶園的烏克拉瑪特想前往下一個交易對象的地方。
1,TEXT_KINGMA116_04875_SEQ_01,
2,TEXT_KINGMA116_04875_SEQ_02,
3,TEXT_KINGMA116_04875_SEQ_03,
4,TEXT_KINGMA116_04875_SEQ_04,
5,TEXT_KINGMA116_04875_SEQ_05,
6,TEXT_KINGMA116_04875_SEQ_06,
7,TEXT_KINGMA116_04875_SEQ_07,
8,TEXT_KINGMA116_04875_SEQ_08,
9,TEXT_KINGMA116_04875_SEQ_09,
10,TEXT_KINGMA116_04875_SEQ_10,
11,TEXT_KINGMA116_04875_SEQ_11,
12,TEXT_KINGMA116_04875_SEQ_12,
13,TEXT_KINGMA116_04875_SEQ_13,
14,TEXT_KINGMA116_04875_SEQ_14,
15,TEXT_KINGMA116_04875_SEQ_15,
16,TEXT_KINGMA116_04875_SEQ_16,
17,TEXT_KINGMA116_04875_SEQ_17,
18,TEXT_KINGMA116_04875_SEQ_18,
19,TEXT_KINGMA116_04875_SEQ_19,
20,TEXT_KINGMA116_04875_SEQ_20,
21,TEXT_KINGMA116_04875_SEQ_21,
22,TEXT_KINGMA116_04875_SEQ_22,
23,TEXT_KINGMA116_04875_SEQ_23,
24,TEXT_KINGMA116_04875_TODO_00,和馬布爾談話
25,TEXT_KINGMA116_04875_TODO_01,在梅斯卡爾蒸餾所附近收集情報
26,TEXT_KINGMA116_04875_TODO_02,和馬布爾談話
27,TEXT_KINGMA116_04875_TODO_03,和戈貝里談話
28,TEXT_KINGMA116_04875_TODO_04,和烏克拉瑪特對話
29,TEXT_KINGMA116_04875_TODO_05,在指定地點附近觀察並討伐魔物
30,TEXT_KINGMA116_04875_TODO_06,和烏克拉瑪特對話
31,TEXT_KINGMA116_04875_TODO_07,將大袋的高級馬特茶葉交給馬布爾
32,TEXT_KINGMA116_04875_TODO_08,
33,TEXT_KINGMA116_04875_TODO_09,
34,TEXT_KINGMA116_04875_TODO_10,
35,TEXT_KINGMA116_04875_TODO_11,
36,TEXT_KINGMA116_04875_TODO_12,
37,TEXT_KINGMA116_04875_TODO_13,
38,TEXT_KINGMA116_04875_TODO_14,
39,TEXT_KINGMA116_04875_TODO_15,
40,TEXT_KINGMA116_04875_TODO_16,
41,TEXT_KINGMA116_04875_TODO_17,
42,TEXT_KINGMA116_04875_TODO_18,
43,TEXT_KINGMA116_04875_TODO_19,
44,TEXT_KINGMA116_04875_TODO_20,
45,TEXT_KINGMA116_04875_TODO_21,
46,TEXT_KINGMA116_04875_TODO_22,
47,TEXT_KINGMA116_04875_TODO_23,
48,TEXT_KINGMA116_04875_MABLU_000_001,剛才的猶豫不決，真不像我。<hex:02100103>既然決定了，就要直直地走下去！<hex:02100103>這就是馬布爾！
49,TEXT_KINGMA116_04875_WUKLAMAT_000_005,首先按照埃倫維爾的指示……<hex:02100103>把「大袋的高級馬特茶葉」交給你保管。
50,TEXT_KINGMA116_04875_MABLU_000_006,那麼，為了獲得「3年熟成的最高級梅斯卡爾」，<hex:02100103>我們前往瓦丘恩．佩羅的「梅斯卡爾蒸餾所」吧！
51,TEXT_KINGMA116_04875_WUKLAMAT_000_010,這附近的梅斯卡爾味道真濃……。<hex:02100103>光是聞著就好像要醉了。
52,TEXT_KINGMA116_04875_MABLU_000_015,我們要交易的對象叫「戈貝里」，<hex:02100103>他是這個梅斯卡爾蒸餾所裡的頂尖釀酒師。
53,TEXT_KINGMA116_04875_MABLU_000_016,要和這樣的高手進行交易，<hex:02100103>而且價值差距還有一倍，情報是必不可少的。<hex:02100103>所以我們得先收集一些關於戈貝里的情報！
54,TEXT_KINGMA116_04875_MABLU_000_017,烏克拉瑪特公主，你負責村口附近！<hex:02100103><hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>，<hex:02100103>你去梅斯卡爾蒸餾所附近找人打聽！
55,TEXT_KINGMA116_04875_MABLU_000_018,我會在村子的北邊打聽，如果有好消息就帶回來！
56,TEXT_KINGMA116_04875_MABLU_000_020,有收集到好情報嗎？
57,TEXT_KINGMA116_04875_HOOBIGOCOOKS04875_000_025,（★未使用／削除予定★）
58,TEXT_KINGMA116_04875_BEBEELJA_000_025,我在特拉約拉當廚師。<hex:02100103>戈貝里的梅斯卡爾評價很高，<hex:02100103>所以我經常來買。
59,TEXT_KINGMA116_04875_HOOBIGOCOOKS04875_000_026,（★未使用／削除予定★）
60,TEXT_KINGMA116_04875_BEBEELJA_000_026,商談梅斯卡爾時，當然會提供梅斯卡爾。<hex:02100103>但我酒量不好……
61,TEXT_KINGMA116_04875_HOOBIGOCOOKS04875_000_027,（★未使用／削除予定★）
62,TEXT_KINGMA116_04875_BEBEELJA_000_027,雖然不能辜負這份好意，<hex:02100103>但我只能喝第一杯……<hex:02100103>結果總是喝醉，按對方的價格成交。
63,TEXT_KINGMA116_04875_HOOBIGOCOOKS04875_000_028,（★未使用／削除予定★）
64,TEXT_KINGMA116_04875_BEBEELJA_000_028,我希望能在商談時喝點酒以外的飲料。
65,TEXT_KINGMA116_04875_HOOBIGOCOOKS04875_000_030,（★未使用／削除予定★）
66,TEXT_KINGMA116_04875_BEBEELJA_000_030,味道是很好，但我酒量不好……
67,TEXT_KINGMA116_04875_PELUPELUYOUNG04875_000_035,（★未使用／削除予定★）
68,TEXT_KINGMA116_04875_TSUVLI_000_035,戈貝里釀酒技術很好，<hex:02100103>但他對自己的外表很不在意。
69,TEXT_KINGMA116_04875_PELUPELUYOUNG04875_000_036,（★未使用／削除予定★）
70,TEXT_KINGMA116_04875_TSUVLI_000_036,聽說他被連王宮邀請商談，<hex:02100103>但如果不穿得得體一點，可能會被笑話。
71,TEXT_KINGMA116_04875_PELUPELUYOUNG04875_000_040,（★未使用／削除予定★）
72,TEXT_KINGMA116_04875_TSUVLI_000_040,我們佩爾佩爾族至少都有一套好衣服。<hex:02100103>為了不錯過商機，讓交易對象滿意。
73,TEXT_KINGMA116_04875_PELUPELUOLD04875_000_045,（★未使用／削除予定★）
74,TEXT_KINGMA116_04875_RAPLU_000_045,說起來……前幾天戈貝里在抱怨。
75,TEXT_KINGMA116_04875_PELUPELUOLD04875_000_046,（★未使用／削除予定★）
76,TEXT_KINGMA116_04875_RAPLU_000_046,為了採集梅斯卡爾的原料，<hex:02100103>「龍舌蘭的牙列」出現了魔物，讓他很困擾。
77,TEXT_KINGMA116_04875_PELUPELUOLD04875_000_047,（★未使用／削除予定★）
78,TEXT_KINGMA116_04875_RAPLU_000_047,因此梅斯卡爾的價值也在上升。<hex:02100103>作為蒸餾所的工作人員，我們應該高興，但心情複雜。<hex:02100103>我希望大家都能喝梅斯卡爾，變得幸福。
79,TEXT_KINGMA116_04875_PELUPELUOLD04875_000_050,（★未使用／削除予定★）
