key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGMB107_04886_SEQ_00,朋友的燈火的科納，似乎想進行作戰的最後一步。
1,TEXT_KINGMB107_04886_SEQ_01,
2,TEXT_KINGMB107_04886_SEQ_02,
3,TEXT_KINGMB107_04886_SEQ_03,
4,TEXT_KINGMB107_04886_SEQ_04,
5,TEXT_KINGMB107_04886_SEQ_05,
6,TEXT_KINGMB107_04886_SEQ_06,
7,TEXT_KINGMB107_04886_SEQ_07,
8,TEXT_KINGMB107_04886_SEQ_08,
9,TEXT_KINGMB107_04886_SEQ_09,
10,TEXT_KINGMB107_04886_SEQ_10,
11,TEXT_KINGMB107_04886_SEQ_11,
12,TEXT_KINGMB107_04886_SEQ_12,
13,TEXT_KINGMB107_04886_SEQ_13,
14,TEXT_KINGMB107_04886_SEQ_14,
15,TEXT_KINGMB107_04886_SEQ_15,
16,TEXT_KINGMB107_04886_SEQ_16,
17,TEXT_KINGMB107_04886_SEQ_17,
18,TEXT_KINGMB107_04886_SEQ_18,
19,TEXT_KINGMB107_04886_SEQ_19,
20,TEXT_KINGMB107_04886_SEQ_20,
21,TEXT_KINGMB107_04886_SEQ_21,
22,TEXT_KINGMB107_04886_SEQ_22,
23,TEXT_KINGMB107_04886_SEQ_23,
24,TEXT_KINGMB107_04886_TODO_00,在指定地點等待
25,TEXT_KINGMB107_04886_TODO_01,討伐盜賊
26,TEXT_KINGMB107_04886_TODO_02,和科納談話
27,TEXT_KINGMB107_04886_TODO_03,在指定地點觀察
28,TEXT_KINGMB107_04886_TODO_04,密切尾隨瓦克薩
29,TEXT_KINGMB107_04886_TODO_05,密切尾隨可疑的弗比戈族
30,TEXT_KINGMB107_04886_TODO_06,和科納談話
31,TEXT_KINGMB107_04886_TODO_07,
32,TEXT_KINGMB107_04886_TODO_08,
33,TEXT_KINGMB107_04886_TODO_09,
34,TEXT_KINGMB107_04886_TODO_10,
35,TEXT_KINGMB107_04886_TODO_11,
36,TEXT_KINGMB107_04886_TODO_12,
37,TEXT_KINGMB107_04886_TODO_13,
38,TEXT_KINGMB107_04886_TODO_14,
39,TEXT_KINGMB107_04886_TODO_15,
40,TEXT_KINGMB107_04886_TODO_16,
41,TEXT_KINGMB107_04886_TODO_17,
42,TEXT_KINGMB107_04886_TODO_18,
43,TEXT_KINGMB107_04886_TODO_19,
44,TEXT_KINGMB107_04886_TODO_20,
45,TEXT_KINGMB107_04886_TODO_21,
46,TEXT_KINGMB107_04886_TODO_22,
47,TEXT_KINGMB107_04886_TODO_23,
48,TEXT_KINGMB107_04886_KOANA_000_001,那麼，進行作戰的最後一步吧。
49,TEXT_KINGMB107_04886_KOANA_000_002,接下來我會朝阿斯恩夏亞走去。<hex:02100103>為了讓瓦克薩隨時能襲擊，我會獨自一人行動。<hex:02100103>他們可能會在無人的地方下手。
50,TEXT_KINGMB107_04886_KOANA_000_003,現在的我為了偽裝成行商人，沒有攜帶武器。<hex:02100103>所以，我希望你能制伏他。<hex:02100103>請在街道中途隱藏起來，等待他出現。
51,TEXT_KINGMB107_04886_KOANA_000_010,讓我們追捕瓦克薩，逼他說出拉瑪奇的下落。
52,TEXT_KINGMB107_04886_WAWKESA_000_011,呵呵……看來你挺有錢的嘛，老兄。<hex:02100103>分點給我們吧。
53,TEXT_KINGMB107_04886_WAWKESA_000_012,不過……我們會把你所有的錢都拿走！
54,TEXT_KINGMB107_04886_WAWKESA_000_013,你……你是這個商人的交易對象……！？<hex:02100103>難道，你設計陷害我們！
55,TEXT_KINGMB107_04886_WAWKESA_000_014,嘖！<hex:02100103>你們，這裡交給你們了！
56,TEXT_KINGMB107_04886_KOANA_000_015,看來他逃得挺快的。<hex:02100103>那麼，我們就從他的同夥那裡問出來。
57,TEXT_KINGMB107_04886_KOANA_000_016,<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>先生，<hex:02100103>請讓他們安靜下來，好讓我們能夠交談。
58,TEXT_KINGMB107_04886_KOANA_000_020,很遺憾，我沒有武器。<hex:02100103>戰鬥就交給你了。
59,TEXT_KINGMB107_04886_HHETSARROTHIEF04885_000_500,好強……
60,TEXT_KINGMB107_04886_SHETONATHIEF04885_000_501,好痛啊……
61,TEXT_KINGMB107_04886_TONAWAWTATHIEF04885_000_501,我動不了了……
62,TEXT_KINGMB107_04886_KOANA_000_030,瓦克薩逃走了，<hex:02100103>那麼我們就從你們這裡問出來吧。
63,TEXT_KINGMB107_04886_SHETONATHIEF04885_000_031,什麼……仔細一看，你是特拉約拉的王子！<hex:02100103>你打算怎麼處置我們！
64,TEXT_KINGMB107_04886_HHETSARROTHIEF04885_000_032,不管你是王族還是什麼！<hex:02100103>這筆帳我要用你的命來還！
65,TEXT_KINGMB107_04886_KOANA_000_033,我知道你們帶走了拉瑪奇。<hex:02100103>她現在在哪裡？
66,TEXT_KINGMB107_04886_SHETONATHIEF04885_000_034,呸！<hex:02100103>笨蛋，誰會告訴你！
67,TEXT_KINGMB107_04886_HHETSARROTHIEF04885_000_035,我們可不是你的僕人！
68,TEXT_KINGMB107_04886_KOANA_000_036,別廢話了，快說！<hex:02100103>我妹妹在哪裡！！
69,TEXT_KINGMB107_04886_KOANA_000_037,……現在的我，無法保持冷靜。<hex:02100103>如果你想活著回去，就說出來。
70,TEXT_KINGMB107_04886_HHETSARROTHIEF04885_000_038,我們只是受人之託綁架公主。<hex:02100103>至於她在哪裡，我們不知道……
71,TEXT_KINGMB107_04886_KOANA_000_039,受誰之託？
72,TEXT_KINGMB107_04886_HHETSARROTHIEF04885_000_040,我們不知道委託人的身份。<hex:02100103>瓦克薩應該知道……
73,TEXT_KINGMB107_04886_KOANA_000_041,果然，還是得問他……
74,TEXT_KINGMB107_04886_KOANA_000_042,我會把他們交給勇連隊，<hex:02100103>並聯絡擅長追蹤的桑克瑞德。<hex:02100103>你能追蹤瓦克薩嗎？
75,TEXT_KINGMB107_04886_KOANA_000_043,他似乎朝東邊跑去了。<hex:02100103>不要馬上抓住他，讓他多跑一會兒。<hex:02100103>或許他會回到拉瑪奇的藏身處。
76,TEXT_KINGMB107_04886_KOANA_000_050,如果放任這些人不管，通行的人會再次被襲擊。<hex:02100103>追蹤瓦克薩的任務就交給你了。
77,TEXT_KINGMB107_04886_SYSTEM_000_060,開始「尾行」。<hex:02100103>如果被對方發現或跟丟，任務就會失敗。
78,TEXT_KINGMB107_04886_SYSTEM_100_060,當尾行對象周圍出現如圖所示的效果時，<hex:02100103>如果對方回頭，你會被發現。<hex:02100103>請移動到可以隱藏的地方。
79,TEXT_KINGMB107_04886_SYSTEM_110_060,另外，靠得太近也會失敗。<hex:02100103>請保持一定距離，<hex:02100103>不要進入圓形範圍，尾行對象。
80,TEXT_KINGMB107_04886_SYSTEM_000_061,如果失敗，可以再次<hex:02280CFF05>EObj<hex:F61EB9AC0103>觀察，<hex:02100103>重新挑戰。
