key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_SUBWIL902_04780_SEQ_00,<hex:024804F201FC03><hex:024904F201FD03>特殊規則： 等級調整<hex:0249020103><hex:0248020103><hex:02100103>黑渦軍令部附近的納南吉似乎想繼續進行傳記寫作的採訪。
1,TEXT_SUBWIL902_04780_SEQ_01,※本任務為「<hex:024804F201FC03><hex:024904F201FD03><hex:0249020103><hex:0248020103> 等級調整任務。<hex:02100103><hex:02100103>和納南吉交談，從巴德隆那裡得到了訊息。到拉諾西亞低地中的莫拉比造船廠和「納南吉」說話吧。
2,TEXT_SUBWIL902_04780_SEQ_02,和納南吉說話、開始收集歐倫·格因坎的訊息。向莫拉比造船廠的人請教一下。
3,TEXT_SUBWIL902_04780_SEQ_03,從人們的話語中，得到了歐倫·格因坎的線索。和莫拉比造船廠的「納南吉」說話。
4,TEXT_SUBWIL902_04780_SEQ_04,和納南吉說話後。莫拉比造船廠南東的「<hex:02280CFF05>EObj<hex:F61EB8D50103>」附近張望。
5,TEXT_SUBWIL902_04780_SEQ_05,與歐倫·格因坎相會、聽了他的話後。在莫拉比造船廠在東南方向和「納南吉」說話。
6,TEXT_SUBWIL902_04780_SEQ_06,和納南吉說話、和歐倫·格因坎告別了。在烏爾達哈的恆輝作戰總部前面和「納南吉」說話。
7,TEXT_SUBWIL902_04780_SEQ_07,和納南吉說話後。他的採訪順利完成，總有一天路易索瓦的傳記會面世吧。
8,TEXT_SUBWIL902_04780_SEQ_08,
9,TEXT_SUBWIL902_04780_SEQ_09,
10,TEXT_SUBWIL902_04780_SEQ_10,
11,TEXT_SUBWIL902_04780_SEQ_11,
12,TEXT_SUBWIL902_04780_SEQ_12,
13,TEXT_SUBWIL902_04780_SEQ_13,
14,TEXT_SUBWIL902_04780_SEQ_14,
15,TEXT_SUBWIL902_04780_SEQ_15,
16,TEXT_SUBWIL902_04780_SEQ_16,
17,TEXT_SUBWIL902_04780_SEQ_17,
18,TEXT_SUBWIL902_04780_SEQ_18,
19,TEXT_SUBWIL902_04780_SEQ_19,
20,TEXT_SUBWIL902_04780_SEQ_20,
21,TEXT_SUBWIL902_04780_SEQ_21,
22,TEXT_SUBWIL902_04780_SEQ_22,
23,TEXT_SUBWIL902_04780_SEQ_23,
24,TEXT_SUBWIL902_04780_TODO_00,和莫拉比造船廠的納南吉對話
25,TEXT_SUBWIL902_04780_TODO_01,在莫拉比造船廠收集情報
26,TEXT_SUBWIL902_04780_TODO_02,和納南吉對話
27,TEXT_SUBWIL902_04780_TODO_03,在莫拉比造船廠南東<hex:02280CFF05>EObj<hex:F61EB8D50103>張望
28,TEXT_SUBWIL902_04780_TODO_04,和納南吉對話
29,TEXT_SUBWIL902_04780_TODO_05,和烏爾達哈的納南吉對話
30,TEXT_SUBWIL902_04780_TODO_06,
31,TEXT_SUBWIL902_04780_TODO_07,
32,TEXT_SUBWIL902_04780_TODO_08,
33,TEXT_SUBWIL902_04780_TODO_09,
34,TEXT_SUBWIL902_04780_TODO_10,
35,TEXT_SUBWIL902_04780_TODO_11,
36,TEXT_SUBWIL902_04780_TODO_12,
37,TEXT_SUBWIL902_04780_TODO_13,
38,TEXT_SUBWIL902_04780_TODO_14,
39,TEXT_SUBWIL902_04780_TODO_15,
40,TEXT_SUBWIL902_04780_TODO_16,
41,TEXT_SUBWIL902_04780_TODO_17,
42,TEXT_SUBWIL902_04780_TODO_18,
43,TEXT_SUBWIL902_04780_TODO_19,
44,TEXT_SUBWIL902_04780_TODO_20,
45,TEXT_SUBWIL902_04780_TODO_21,
46,TEXT_SUBWIL902_04780_TODO_22,
47,TEXT_SUBWIL902_04780_TODO_23,
48,TEXT_SUBWIL902_04780_NANANJI_000_001,謝謝你陪我採訪！<hex:02100103>那麼，在溺水海豚亭稍微商量一下吧。
49,TEXT_SUBWIL902_04780_NANANJI_000_002,托您的福，採訪的成果很好。<hex:02100103>能聽到文獻上也沒有記載的珍貴的話真是太好了。
50,TEXT_SUBWIL902_04780_NANANJI_000_003,話說回來……<hex:02100103>聽了他們的話，你對賢人路易索瓦有什麼看法？
51,TEXT_SUBWIL902_04780_Q1_000_000,怎麼回答？
52,TEXT_SUBWIL902_04780_A1_000_001,我覺得他是個優秀的領導人
53,TEXT_SUBWIL902_04780_A1_000_002,看起來很辛苦
54,TEXT_SUBWIL902_04780_A1_000_003,難道大部分功績都是冒險者的嗎？
55,TEXT_SUBWIL902_04780_NANANJI_000_004,是啊，真是出色的領導能力。<hex:02100103>用深厚的知識和靈活的思維制定對策、<hex:02100103>再加上制定了實行這個的體制。
56,TEXT_SUBWIL902_04780_NANANJI_000_005,是啊，帝國軍的進攻蠻神問題、<hex:02100103>還有奈爾·範·達納斯秘密描繪的陰謀……。<hex:02100103>都是難題。
57,TEXT_SUBWIL902_04780_NANANJI_000_006,的確，如果沒有「光之戰士」們、<hex:02100103>賢人路易索瓦的策略也會付諸東流。<hex:02100103>話雖如此，如果沒有他，我想連計策都沒有也是事實。
58,TEXT_SUBWIL902_04780_NANANJI_000_007,讓我特別感動的是、<hex:02100103>作證的人都一致感謝各國指出了合作的道路。<hex:02100103>正是這種姿態編織了未來。
59,TEXT_SUBWIL902_04780_NANANJI_000_010,但同時，正因為知道了，才浮現出新的疑問。<hex:02100103>建立應對狀況的體制，作為軍師出謀劃策、<hex:02100103>原本身為異邦之人的路易索瓦應該對這片土地做出了充分的貢獻。
60,TEXT_SUBWIL902_04780_NANANJI_100_010,但為什麼他能在最前線賭上性命呢？<hex:02100103>當然，能完成秘儀的只有他一個人啦，有責任感啦、<hex:02100103>這些理由我都明白，不過……。
61,TEXT_SUBWIL902_04780_NANANJI_000_011,『可以幫助的人就在眼前、<hex:02100103>　擔心自己的安危而不去幫助，這是懶惰』<hex:02100103>話雖如此，但自己丟了性命不是沒辦法嗎……。
62,TEXT_SUBWIL902_04780_NANANJI_000_012,所以我至少、<hex:02100103>想知道路易索瓦是抱著怎樣的想法面對卡爾提諾的。<hex:02100103>如果要寫傳記，我覺得這是不可或缺的。
63,TEXT_SUBWIL902_04780_NANANJI_000_013,所以我想，如果在卡爾提諾站有人在賢人路易索瓦附近、<hex:02100103>說不定最後會和他說上幾句話。<hex:02100103>不過，現在再找這樣的人就很難了……！
64,TEXT_SUBWIL902_04780_BADERON_000_014,哦，我聽到你們說話了……<hex:02100103>我知道在卡爾提諾時路易索瓦的護衛兵。
65,TEXT_SUBWIL902_04780_NANANJI_000_015,路易索瓦的護衛兵！？<hex:02100103>有這樣的人嗎？
66,TEXT_SUBWIL902_04780_BADERON_000_016,……那傢伙應該也沒有什麼秘密。<hex:02100103>只是……以防萬一，請告訴我訊息用在什麼地方。
67,TEXT_SUBWIL902_04780_BADERON_000_017,哦，賢人路易索瓦的傳記啊……那太有意思了。<hex:02100103>如果是這樣的話，那傢伙說不定會提出幫忙。
