key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_000,你來自艾歐歷亞的烏克拉瑪特大人的客人，<hex:02100103>確實……是冒險者呢。<hex:02100103>有什麼問題想問的話，我什麼都會回答哦？★
1,TEXT_REGYOK6TULIYOLLAL_00864_Q1_000_000,要問什麼呢？★
2,TEXT_REGYOK6TULIYOLLAL_00864_A1_000_001,想要了解我的事情嗎？★
3,TEXT_REGYOK6TULIYOLLAL_00864_A1_000_002,這裡是什麼地方呢？★
4,TEXT_REGYOK6TULIYOLLAL_00864_A1_000_003,取消★
5,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_010,對於來自艾歐歷亞的人來說可能有點難以理解，<hex:02100103>我是瑪姆夏的布涅瓦族……是以精通魔法聞名的部族。<hex:02100103>不例外地，我對魔法也有相當的自信。★
6,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_011,所以我離開了故鄉瑪木庫，<hex:02100103>在托拉爾中進行武者修行。<hex:02100103>唉，我深刻體會到這個世界有多麼廣闊了。★
7,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_012,雖然本來打算前往艾歐歷亞的下一站，<hex:02100103>但在特萊約拉發現了比想像中更有趣的事情。<hex:02100103>我打算扎根在這裡，並發揮我的魔法能力。★
8,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_020,這裡是連王的膝下之地。<hex:02100103>是各種部族交匯的城市，特萊約拉。★
9,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_021,這座城市的起源大約是80年前。<hex:02100103>在古魯賈賈大人登基後，<hex:02100103>他決定在約卡夫伊族的神殿遺跡基礎上興建一座新都。★
10,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_022,在那個時候，他充分利用了多個部族的文化和技術，<hex:02100103>創造出了新的建築法……稱為「特萊約拉風格」。<hex:02100103>因此，現在的城市風貌也隨之誕生。★
11,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_030,對了，你知道古魯賈賈大人將退位的消息嗎？<hex:02100103>連王大人也已年事高遠，想趁身體硬朗時讓王位傳承下去吧。<hex:02100103>據說正在籌備一場盛大的繼任儀式，你也去看看吧。★
12,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_040,說起來，你看過繼承儀式嗎？<hex:02100103>身為特萊約拉連王國的民眾，我也激動不已。<hex:02100103>武王烏克拉瑪托大人、理王柯納大人、新連王萬歲！★
13,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_050,那個有著如此悠久歷史的特萊約拉，<hex:02100103>被那些機械傢伙襲擊，而且他們現在還在空中逗留不去。<hex:02100103>雖然氣得不行，但在我們這個位置，完全無計可施……。★
14,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_060,各部族齊心合力，成功守護了如此歷史悠久的城市。<hex:02100103>作為特萊約拉的一員，我也為能參與合作感到驕傲。★
15,TEXT_REGYOK6TULIYOLLAL_00864_HAKEELJA_000_070,帶著象徵各部族融和的特萊約拉獲得勝利，<hex:02100103>烏克拉瑪托大人也回來了。問題雖然尚未解決，但和兩位連王共同度過的困難將一一克服。★
16,TEXT_REGYOK6TULIYOLLAL_00864_TALK_ACTOR,
