key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_REGSAK6THEOUTSKIRTS_00884_WIHOAKWE_000_000,歡迎來到奧特斯卡茲。<hex:02100103>我們提供不了什麼特別款待，但請慢慢享受。★
1,TEXT_REGSAK6THEOUTSKIRTS_00884_Q1_000_000,要問什麼呢？★
2,TEXT_REGSAK6THEOUTSKIRTS_00884_A1_000_001,想要了解我嗎？★
3,TEXT_REGSAK6THEOUTSKIRTS_00884_A1_000_002,這裡是什麼地方？★
4,TEXT_REGSAK6THEOUTSKIRTS_00884_A1_000_003,取消★
5,TEXT_REGSAK6THEOUTSKIRTS_00884_WIHOAKWE_000_010,我是托納瓦塔族的維霍克。<hex:02100103>從這裡的景色大改變之前開始，<hex:02100103>我就住在亞斯拉尼荒野。★
6,TEXT_REGSAK6THEOUTSKIRTS_00884_WIHOAKWE_000_011,我以照顧家畜為生，<hex:02100103>不過有一次在運飼料的時候，扭到腰了……。<hex:02100103>現在為了康復花的時間比較多呢。★
7,TEXT_REGSAK6THEOUTSKIRTS_00884_WIHOAKWE_000_020,這個聚落被稱為「奧特斯卡茲」。<hex:02100103>它的名字意為「<hex:024A11FF04E5A194FF0AE382ADE383BCE3839703>之外的地方」，<hex:02100103>這是在障礙出現後新建的地方。★
8,TEXT_REGSAK6THEOUTSKIRTS_00884_WIHOAKWE_000_021,包括我在內，希望與大地共存的人們，<hex:02100103>聚集在這裡生活著。★
9,TEXT_REGSAK6THEOUTSKIRTS_00884_WIHOAKWE_000_022,不過，由於土地本身也發生了巨大變化。<hex:02100103>從很久以前起生活也有了很大改變。<hex:02100103>我們正在引入各種新技術。★
10,TEXT_REGSAK6THEOUTSKIRTS_00884_WIHOAKWE_000_023,未來，選擇離開障礙而前往外面的人們可能會增加，<hex:02100103>但也不乏希望守護土地未來的人們。<hex:02100103>就像我一樣，出生長大的地方是難以離開的。★
