key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_FESHLX2024GUIDE_00858_GUIDEHLW2023_000_000,我是這次活動的宣傳負責人。<hex:02100103>有任何問題都歡迎隨時問我哦。★
1,TEXT_FESHLX2024GUIDE_00858_Q1_000_000,請問有什麼問題需要幫忙解答嗎？★
2,TEXT_FESHLX2024GUIDE_00858_A1_000_001,你們是？
3,TEXT_FESHLX2024GUIDE_00858_A1_000_002,「守護天節」是？
4,TEXT_FESHLX2024GUIDE_00858_A1_000_003,取消
5,TEXT_FESHLX2024GUIDE_00858_GUIDEHLW2023_000_010,我們會團結在一起，以女性主導的方式來襄助「守護天節」， <hex:02100103>這是由南瓜頭女士領導的團體！★
6,TEXT_FESHLX2024GUIDE_00858_GUIDEHLW2023_000_011,這個吸引人又有趣的「守護天節」，<hex:02100103>像您這樣的冒險者肯定會喜歡！<hex:02100103>暫時忘掉討伐魔物的事，一起來享受吧！★
7,TEXT_FESHLX2024GUIDE_00858_GUIDEHLW2023_000_012,活動將在格里達尼亞舉行，<hex:02100103>暫時忘了討伐魔物，請務必前來參加玩樂！★
8,TEXT_FESHLX2024GUIDE_00858_GUIDEHLW2023_000_020,在「守護天節」期間，聖人們被邀請到天上的宮殿中，<hex:02100103>每個晚上都享受盛大的宴會。★
9,TEXT_FESHLX2024GUIDE_00858_GUIDEHLW2023_000_021,因此，在這段期間的夜晚，聖人的庇護力會減弱，魔物會肆虐。<hex:02100103>人們都會習慣待在家中，閉上大門。★
10,TEXT_FESHLX2024GUIDE_00858_GUIDEHLW2023_000_022,不過……那已經是過去的事了。<hex:02100103>現在，每天都有冒險者對抗魔物！<hex:02100103>冒險者正代替聖人的庇護來保護城市！★
11,TEXT_FESHLX2024GUIDE_00858_GUIDEHLW2023_000_023,因此，在變得安全的城市中，<hex:02100103>「守護天節」已經成為了一個純粹的歡樂節日。<hex:02100103>真是令人開心……不對，是相當神奇的故事呢！★
12,TEXT_FESHLX2024GUIDE_00858_TALK_ACTOR,
